etf_code,strategy_name,iv_rv_tercile,observations,iv_rv_spread_mean,premium_net_income_mean,premium_net_income_median,final_net_option_mean,final_net_option_median,covered_call_strategy_mean,covered_call_strategy_median
510050,ATM_Q100,Low,15,-0.051384793311557674,0.017348373270131317,0.0177849924585218,-0.0006192361878810476,0.011780516050386,0.0023373948649514733,0.0144989844903988
510050,ATM_Q100,Mid,14,0.018238664795368793,0.019246269509580433,0.02063394747426845,-0.0062777784031559,-0.0029322240677790504,0.013715873659161678,0.016181550201009802
510050,ATM_Q100,High,15,0.050379223659127934,0.018819786157469286,0.0184971132075471,0.011434708540870994,0.0182885095591104,0.000712240423886179,0.0159665725456124
510050,D50_Q100,Low,15,-0.050910190885664536,0.016408833149165535,0.017453194239291,-0.0015587763088468147,0.011780516050386,0.001397854743985707,0.0144989844903988
510050,D50_Q100,Mid,14,0.018748987182591294,0.015624258859171845,0.01590403286463025,-0.00768033800542763,-0.0029322240677790504,0.008347096960161208,0.016181550201009802
510050,D50_Q100,High,15,0.05039850560562433,0.01758588015668774,0.0179185349065881,0.01061963579570888,0.0148355649303008,0.003598970302337566,0.0133842745438748
510050,D40_Q100,Low,15,-0.04796312890956172,0.012193537488104996,0.012771604095563101,-0.0021511534331790346,0.0072450063816209,0.006820879131190887,0.0161722129783694
510050,D40_Q100,Mid,14,0.020172759797216805,0.011733590670924813,0.012167614904160198,-0.002465130655661142,0.00198976837286225,0.007251961406185422,0.02121816728547845
510050,D40_Q100,High,15,0.051044403897914106,0.013315875733652545,0.0135128760088041,0.008386884211515,0.0112534398034398,0.0012404705834324005,0.0096876513702995
510050,D30_Q100,Low,15,-0.04073887255936235,0.008028499048066441,0.0079100329625051,-0.0022363491592811086,0.0059396586753352,0.006735683405088833,0.0100030475416498
510050,D30_Q100,Mid,14,0.022689003253319604,0.008314744253864087,0.0081689063327512,-0.0006713382570593216,0.00526029460423215,0.005162329118652791,0.0157719008886609
510050,D30_Q100,High,15,0.05619100444474012,0.0087950398690759,0.009083371691599501,0.006471828035680794,0.008150623624358,0.0029499441146570546,0.0118190022010272
510050,D20_Q100,Low,15,-0.034465728371435134,0.005304023363726756,0.0057323529411764,-0.001340243368373774,0.0053648944193061,0.007631789195996174,0.0100030475416498
510050,D20_Q100,Mid,14,0.025025336262836668,0.005199307778899284,0.0051648860525342,0.0016603431669186572,0.00441214157094005,-0.0052249685707787446,-0.0095400428667838
510050,D20_Q100,High,15,0.06497142244623148,0.004919048452662036,0.005104364943512499,0.0049190484526619805,0.0051043649435124,0.013268211704153826,0.0132288532675709
510050,D10_Q100,Low,15,-0.01619275282396339,0.002350201479343224,0.0022929411764705,-0.00213904583248472,0.0022700499168053,0.013407092677503073,0.0163450147710486
510050,D10_Q100,Mid,14,0.03691068104941301,0.0020301392719526174,0.0018668698438102584,0.0020301392719526217,0.0018668698438103,-0.009010689567087823,-0.0104090135996655
510050,D10_Q100,High,15,0.08319539813364037,0.002692397956123389,0.0027280924479165997,0.0026923979561233663,0.0027280924479166,0.00834593788991758,0.0113463419646527
510300,ATM_Q100,Low,14,-0.06273934905909077,0.017126936974248674,0.015986363239112997,-0.01618804163541724,-0.00082050927840795,0.010248267046916464,0.01459884513618325
510300,ATM_Q100,Mid,14,0.00593950257668142,0.016291311969537176,0.0167037382540316,0.0037970243505913714,0.0104469963145309,0.00187619530279315,0.015139451511167148
510300,ATM_Q100,High,15,0.046913838990245045,0.017772109219600058,0.0173810939357908,0.0050097132585545535,0.0144864917269906,-6.271527181207956e-05,0.0082736038066617
510300,D50_Q100,Low,15,-0.05962924150782292,0.015813554539744527,0.014984269783401298,-0.013813289345708924,0.0030628155589901,0.008393638405379633,0.0154980461442527
510300,D50_Q100,Mid,14,0.0064015651088843795,0.01627744567456986,0.0167037382540316,0.001963281677851314,0.0077815689645757,0.005644952388860264,0.018085065482559698
510300,D50_Q100,High,15,0.047141371059631225,0.01695677205851184,0.0169344832522187,0.006748357264894252,0.0144864917269906,-8.830923351371399e-05,0.0082736038066617
510300,D40_Q100,Low,15,-0.05782673625160902,0.011378673709874563,0.0113743556975505,-0.011888975633970218,0.0032137239979705,0.011090962504426915,0.0185187660999484
