etf_code,strategy_name,outcome,observations,pearson_r,pearson_p_value,spearman_rho,spearman_p_value,mean_iv_rv_spread,mean_outcome
510050,ATM_Q100,premium_net_income,44,-0.15352801033470476,0.31974271551449807,0.1317829457364341,0.3938192348838463,0.005460403689743566,0.018453867376093978
510050,ATM_Q100,final_net_option,44,0.006816985452292472,0.9649701967223087,0.10824524312896405,0.48429808381270767,0.005460403689743566,0.001689617901151514
510050,ATM_Q100,covered_call_strategy,44,0.01648668552730773,0.9154084949465997,0.09175475687103594,0.5536078955294774,0.005460403689743566,0.005403790012746098
510050,D50_Q100,premium_net_income,44,-0.1315167381849684,0.3947838172400143,0.06624383368569414,0.6692105230475627,0.005791148667174431,0.016560461900368292
510050,D50_Q100,final_net_option,44,0.03678855407943039,0.8125926421912955,0.1481324876673714,0.33724628315397676,0.005791148667174431,0.000645185459703278
510050,D50_Q100,covered_call_strategy,44,0.048932758251827,0.7524367045752968,0.1226215644820296,0.42779951466862753,0.005791148667174431,0.0043593575712978635
510050,D40_Q100,premium_net_income,44,-0.09074429205433096,0.5580020460075052,0.13643410852713178,0.37718900972792624,0.007469040045143659,0.012429806084529782
510050,D40_Q100,final_net_option,44,0.03456017832362856,0.8237587968000755,0.10683579985905567,0.4900391067022888,0.007469040045143659,0.0013414575567223524
510050,D40_Q100,covered_call_strategy,44,0.010707990021194127,0.9450008554359228,0.004792107117688513,0.9753713902632224,0.007469040045143659,0.0050556296683169355
510050,D30_Q100,premium_net_income,44,-0.15491025330967215,0.315352491653177,0.11937984496124031,0.44020575500019943,0.012487000541525935,0.008380897802528008
510050,D30_Q100,final_net_option,44,0.05969282758704059,0.7003100151638221,0.0854122621564482,0.5814557740348955,0.012487000541525935,0.0012303056260719268
510050,D30_Q100,covered_call_strategy,44,0.03848836577635001,0.8040995649271262,0.0063424947145877385,0.9674070612988267,0.012487000541525935,0.004944477737666532
510050,D20_Q100,premium_net_income,44,-0.22355890919658358,0.14462934460187443,-0.17674418604651163,0.25109227337715584,0.01836227542731042,0.005139463321600497
510050,D20_Q100,final_net_option,44,0.12336231175399763,0.42499243822294785,0.019732205778717406,0.8988352467618099,0.01836227542731042,0.0017483381954814614
510050,D20_Q100,covered_call_strategy,44,0.05403465434658938,0.7275686764525513,-0.027766032417195205,0.8580074280596057,0.01836227542731042,0.005462510307076081
510050,D10_Q100,premium_net_income,44,0.1191441743195985,0.4411153649229931,0.14954193093727977,0.332617682383037,0.034586118507657665,0.0023650213940758147
510050,D10_Q100,final_net_option,44,0.16932245118498732,0.2718633784138642,0.24270613107822409,0.1124172520652123,0.034586118507657665,0.0008345961741344636
510050,D10_Q100,covered_call_strategy,44,0.06297186983163024,0.6846790699735764,0.019732205778717406,0.8988352467618099,0.034586118507657665,0.0045487682857290965
510050,ALL_STATIC_STRATEGIES,premium_net_income,264,-0.19420497573881937,0.0015205859165390303,-0.11835169913115336,0.054779889996447784,0.01402599781309261,0.010554919646532731
510050,ALL_STATIC_STRATEGIES,final_net_option,264,0.0500012531258935,0.4184718275302933,0.04498677473414949,0.4667062307474489,0.01402599781309261,0.0012482501522108323
510050,ALL_STATIC_STRATEGIES,covered_call_strategy,264,0.038042521697754364,0.5382856095495372,0.011951492248927841,0.8467442281020563,0.01402599781309261,0.004962422263805433
510300,ATM_Q100,premium_net_income,43,-0.15308765789175374,0.3270491740583698,0.12458471760797343,0.4260368697817575,-0.002127680602326869,0.01707993310481402
510300,ATM_Q100,final_net_option,43,0.020205002533392954,0.8976726625986544,0.3187858652974932,0.0372034237958778,-0.002127680602326869,-0.0022867103048661366
510300,ATM_Q100,covered_call_strategy,43,-0.14220112162129775,0.3630164866708814,-0.1519178495922682,0.3308033438582879,-0.002127680602326869,0.003925621949273336
510300,D50_Q100,premium_net_income,44,-0.118983676800647,0.44173542531877696,0.20831571529245949,0.17479040628872233,-0.0022203669363294164,0.016350889509495987
510300,D50_Q100,final_net_option,44,0.01663555308846215,0.9146474727732727,0.3221987315010571,0.03292948322451675,-0.0022203669363294164,-0.0017838190391432196
510300,D50_Q100,covered_call_strategy,44,-0.14480281964259223,0.3483384204789901,-0.17293868921775898,0.2616052743458325,-0.0022203669363294164,0.00462748343231892
510300,D40_Q100,premium_net_income,44,-0.07784391113876936,0.615487268192241,0.25031712473572937,0.10125005703477821,-0.000656263968026775,0.012389903634559739
510300,D40_Q100,final_net_option,44,0.05540933932073268,0.7209139080819255,0.3112050739957717,0.03975900175447441,-0.000656263968026775,0.00048577460271199377
510300,D40_Q100,covered_call_strategy,44,-0.05620735341634965,0.7170600565608501,-0.09499647639182522,0.5396221448094796,-0.000656263968026775,0.006897077074174151
510300,D30_Q100,premium_net_income,44,-0.12777938325465688,0.4084706151391708,0.08851303735024665,0.5677624633041167,0.0029863739501854196,0.008224538576403961
510300,D30_Q100,final_net_option,44,3.5023656843667815e-06,0.9999819971462406,0.09978858350951374,0.519265126463438,0.0029863739501854196,-0.0008739815293869728
510300,D30_Q100,covered_call_strategy,44,-0.10114654581383026,0.5135667880099852,-0.21127554615926705,0.16860624940189975,0.0029863739501854196,0.005537320942075181
510300,D20_Q100,premium_net_income,44,-0.2976219222649135,0.049752850366236265,0.14489076814658208,0.3480425958483008,0.008727866177176203,0.005064240886913597
510300,D20_Q100,final_net_option,44,0.056615887546779486,0.7150897982183834,0.20422832980972516,0.18359629185743606,0.008727866177176203,1.0350608666472945e-05
510300,D20_Q100,covered_call_strategy,44,-0.040727590147479203,0.7929454014399776,-0.16589147286821704,0.2818381050157619,0.008727866177176203,0.00642165308012864
510300,D10_Q100,premium_net_income,44,-0.13497891276616633,0.3823466135229052,0.09217758985200847,0.5517740072191151,0.023827154660275695,0.0022748622500058328
510300,D10_Q100,final_net_option,44,0.09191492440619903,0.5529128871345848,0.23523608174770963,0.12426417491580778,0.023827154660275695,-0.0005070024968537999
510300,D10_Q100,covered_call_strategy,44,-0.015212199642155203,0.9219267525257149,-0.2452431289640592,0.10859547998002524,0.023827154660275695,0.005904299974608371
510300,ALL_STATIC_STRATEGIES,premium_net_income,263,-0.17109326399653713,0.00540263118691147,-0.07004024785979152,0.2577008468788773,0.005116955684274961,0.010204685388713629
510300,ALL_STATIC_STRATEGIES,final_net_option,263,0.03634457563818563,0.5573404837121967,0.1661297866487406,0.00693128465224662,0.005116955684274961,-0.0008203436071691522
510300,ALL_STATIC_STRATEGIES,covered_call_strategy,263,-0.07081140110114355,0.2524847319735754,-0.19061626525457215,0.0019023332916091407,0.005116955684274961,0.0055584276120311206
510500,ATM_Q100,premium_net_income,44,-0.3234810680518282,0.03220009397449827,-0.07357293868921776,0.6350562195508895,-0.022894839926821165,0.019946091234876544
510500,ATM_Q100,final_net_option,44,-0.07129122916809297,0.6456133897095654,-0.026638477801268497,0.8637180964672618,-0.022894839926821165,-0.008405011134067795
510500,ATM_Q100,covered_call_strategy,44,-0.133385911088565,0.3880401455910034,-0.03664552501761804,0.8133082687273395,-0.022894839926821165,0.0027836427421889963
510500,D50_Q100,premium_net_income,44,-0.20716667269137473,0.17723460101168415,-0.1668780831571529,0.2789455931096455,-0.022427169563091518,0.018728650114891162
510500,D50_Q100,final_net_option,44,-0.09491287951554844,0.5399806532106218,-0.11120507399577165,0.4723572688744524,-0.022427169563091518,-0.009057077945281357
510500,D50_Q100,covered_call_strategy,44,-0.16275558809859436,0.2911615695514752,-0.0824524312896406,0.5946637598868063,-0.022427169563091518,0.002131575930975439
510500,D40_Q100,premium_net_income,44,-0.27710056581296705,0.06860610131202068,-0.26398872445384075,0.08335246720854048,-0.018275518158970813,0.013756843982200551
510500,D40_Q100,final_net_option,44,-0.1430320305658741,0.3543274010157177,-0.23749119097956306,0.12059296855002326,-0.018275518158970813,-0.008460154462494861
510500,D40_Q100,covered_call_strategy,44,-0.1211816256128559,0.4332858499439542,-0.07963354474982381,0.6073641285357598,-0.018275518158970813,0.0027284994137619432
510500,D30_Q100,premium_net_income,44,-0.3844581688664005,0.009975855382558727,-0.2658210007047216,0.08115458739812387,-0.015421325549834063,0.009256268760677927
510500,D30_Q100,final_net_option,44,-0.1273408482182263,0.41009425030361396,-0.26328400281888653,0.08421007191488153,-0.015421325549834063,-0.007150592442766371
510500,D30_Q100,covered_call_strategy,44,-0.05428220690367977,0.726368809994874,-0.09217758985200847,0.5517740072191151,-0.015421325549834063,0.004038061433490446
510500,D20_Q100,premium_net_income,44,-0.10479463857862355,0.498415405876553,-0.015503875968992248,0.9204345354373077,-0.006738457117919119,0.005471987333757942
510500,D20_Q100,final_net_option,44,-0.02742611432998094,0.8597282536538557,-0.03861874559548978,0.8034490307483337,-0.006738457117919119,-0.002837906561460122
510500,D20_Q100,covered_call_strategy,44,0.09171448172960195,0.5537827246614204,0.04806201550387596,0.7567065876746633,-0.006738457117919119,0.008350747314796708
510500,D10_Q100,premium_net_income,44,-0.16002475443068215,0.29944169835191176,-0.043551797040169135,0.7789355584410294,0.00948354367389065,0.0023668660462602704
510500,D10_Q100,final_net_option,44,-0.04950306123333439,0.749644038273053,-0.10613107822410148,0.49292279127776206,0.00948354367389065,-0.0022688128692953157
510500,D10_Q100,covered_call_strategy,44,0.12213370026792937,0.4296539533796764,0.014517265680056375,0.9254830952384194,0.00948354367389065,0.008919841006961526
510500,ALL_STATIC_STRATEGIES,premium_net_income,264,-0.2488973215383237,4.323926539755221e-05,-0.2218936020822103,0.0002794532970199049,-0.012712294440457668,0.011587784578777398
510500,ALL_STATIC_STRATEGIES,final_net_option,264,-0.07628837374561592,0.21665984056915116,-0.14517976869620858,0.01826426764075669,-0.012712294440457668,-0.006363259235894304
510500,ALL_STATIC_STRATEGIES,covered_call_strategy,264,-0.006931608460396113,0.9107502831058746,-0.03510321857500611,0.5701515189045099,-0.012712294440457668,0.00482539464036251
159915,ATM_Q100,premium_net_income,44,-0.622052052560703,6.559270831992997e-06,-0.258491895701198,0.09022559764191773,-0.029761136570026728,0.027704702806815043
159915,ATM_Q100,final_net_option,44,-0.0918366134955218,0.5532526469230545,-0.07751937984496124,0.6169652297525297,-0.029761136570026728,-0.012384893268358564
159915,ATM_Q100,covered_call_strategy,44,-0.2897083715314288,0.05645369909144664,-0.2608879492600423,0.0871774885866043,-0.029761136570026728,0.00450860372608169
159915,D50_Q100,premium_net_income,44,-0.47840387898464276,0.0010208362181138607,-0.15574348132487667,0.31272455576585934,-0.02765680958059274,0.024709142584684537
159915,D50_Q100,final_net_option,44,-0.09300958354227716,0.5481739501483972,-0.03058491895701198,0.8437626646729103,-0.02765680958059274,-0.012473877343186996
159915,D50_Q100,covered_call_strategy,44,-0.30066115250972814,0.04735678118387095,-0.24989429175475683,0.10184720870503694,-0.02765680958059274,0.004419619651253263
