etf_code,implementation_name,phase_shift,rebalance_date,period_end_date,option_code,target_call_delta,coverage,actual_entry_delta,actual_effective_delta,premium_return,payoff_return,transaction_cost_return,net_option_leg_return,premium_capture_ratio_period,payoff_burden_period,assignment_flag,realized_moneyness,actual_dte
510050,D28_Q100,0,2022-09-30,2022-10-26,10004461.SH,0.28,1.0,0.2229171913385184,0.7770828086614816,0.00569811320754717,0.0,0.00014530188679245283,0.0055528113207547174,0.9745,0.0,0,0.037735849056603765,26.0
510050,D28_Q100,0,2022-10-26,2022-11-23,10004597.SH,0.28,1.0,0.2363256310063056,0.7636743689936945,0.007749077490774908,0.010250102501025156,0.00019760147601476016,-0.0026986264862650083,-0.3482513227513415,1.3227513227513414,1,0.04551045510455087,28.0
510050,D28_Q100,0,2022-11-23,2022-12-28,10004241.SH,0.28,1.0,0.2948435955512408,0.7051564044487593,0.009980582524271845,0.0,0.000254504854368932,0.009726077669902912,0.9744999999999999,0.0,0,0.03378640776699027,35.0
510050,D28_Q100,0,2022-12-28,2023-01-30,10004866.SH,0.28,1.0,0.2562872677017219,0.7437127322982782,0.007852019630049075,0.03737259343148366,0.00020022650056625144,-0.029720800302000833,-3.7851153846153944,4.759615384615395,1,0.03812759531898835,33.0
510050,D28_Q100,0,2023-01-30,2023-02-22,10004999.SH,0.28,1.0,0.256946958868117,0.743053041131883,0.007476307476307476,0.0,0.00019064584064584065,0.007285661635661635,0.9744999999999999,0.0,0,0.03545103545103534,23.0
510050,D28_Q100,0,2023-02-22,2023-03-22,10004410.SH,0.28,1.0,0.296526796673969,0.703473203326031,0.009225225225225226,0.0,0.00023524324324324325,0.008989981981981983,0.9745,0.0,0,0.030270270270270405,28.0
510050,D28_Q100,0,2023-03-22,2023-04-26,10005186.SH,0.28,1.0,0.2724061976837059,0.7275938023162941,0.008471385542168674,0.0,0.00021602033132530122,0.008255365210843373,0.9745,0.0,0,0.035391566265060126,35.0
510050,D28_Q100,0,2023-04-26,2023-05-24,10005266.SH,0.28,1.0,0.2686600620914717,0.7313399379085284,0.00725467735777014,0.0,0.00018499427262313857,0.007069683085147002,0.9745,0.0,0,0.030927835051546282,28.0
510050,D28_Q100,0,2023-05-24,2023-06-28,10004759.SH,0.28,1.0,0.2834793276092687,0.7165206723907314,0.00876988746604579,0.0,0.00022363213038416763,0.008546255335661621,0.9744999999999999,0.0,0,0.032984090027163404,35.0
510050,D28_Q100,0,2023-06-28,2023-07-26,10005403.SH,0.28,1.0,0.3442498259508678,0.6557501740491323,0.009529411764705882,0.020392156862745116,0.000243,-0.011105745098039235,-1.1654176954732531,2.1399176954732533,1,0.019607843137255054,28.0
510050,D28_Q100,0,2023-07-26,2023-08-23,10005651.SH,0.28,1.0,0.2217889954399277,0.7782110045600723,0.005505279034690799,0.0,0.00014038461538461538,0.005364894419306184,0.9745,0.0,0,0.036953242835595645,28.0
510050,D28_Q100,0,2023-08-23,2023-09-27,10005105.SH,0.28,1.0,0.2596680604798602,0.7403319395201398,0.009546351084812622,0.0,0.00024343195266272188,0.0093029191321499,0.9745,0.0,0,0.04536489151873768,35.0
510050,D28_Q100,0,2023-09-27,2023-10-25,10005920.SH,0.28,1.0,0.2443293813284578,0.7556706186715422,0.006835637480798771,0.0,0.00017430875576036867,0.006661328725038402,0.9744999999999999,0.0,0,0.03686635944700467,28.0
510050,D28_Q100,0,2023-10-25,2023-11-22,10006028.SH,0.28,1.0,0.234345992063575,0.765654007936425,0.006095083299471759,0.0,0.00015542462413652987,0.005939658675335229,0.9744999999999999,0.0,0,0.03616416091019903,28.0
510050,D28_Q100,0,2023-11-22,2023-12-27,10005332.SH,0.28,1.0,0.3421375789029023,0.6578624210970977,0.007284500202347227,0.0,0.0001857547551598543,0.007098745447187372,0.9744999999999999,0.0,0,0.015783083771752304,35.0
510050,D28_Q100,0,2023-12-27,2024-01-24,10006276.SH,0.28,1.0,0.3056501401201925,0.6943498598798075,0.008688097306689836,0.0,0.00022154648132059082,0.008466550825369245,0.9745,0.0,0,0.026064291920069538,28.0
510050,D28_Q100,0,2024-01-24,2024-02-28,10006506.SH,0.28,1.0,0.34061727666054,0.65938272333946,0.011023965141612201,0.032244008714596886,0.00028111111111111116,-0.021501154684095795,-1.9504011857707448,2.924901185770745,1,0.023965141612200425,35.0
510050,D28_Q100,0,2024-02-28,2024-03-27,10005767.SH,0.28,1.0,0.2850261076928925,0.7149738923071075,0.009653465346534653,0.0,0.00024616336633663364,0.00940730198019802,0.9745,0.0,0,0.035478547854785436,28.0
510050,D28_Q100,0,2024-03-27,2024-04-24,10006921.SH,0.28,1.0,0.2840439149678358,0.7159560850321642,0.007480476777640774,0.0,0.00019075215782983975,0.0072897246198109335,0.9744999999999999,0.0,0,0.0275380189066996,28.0
510050,D28_Q100,0,2024-04-24,2024-05-22,10007040.SH,0.28,1.0,0.3489771065002247,0.6510228934997753,0.008913308913308913,0.02564102564102571,0.0002272893772893773,-0.016955006105006176,-1.9022123287671313,2.8767123287671312,1,0.017501017501017513,28.0
510050,D28_Q100,0,2024-05-22,2024-06-26,10006427.SH,0.28,1.0,0.2356564350515727,0.7643435649484274,0.005735466250487709,0.0,0.0001462543893874366,0.005589211861100273,0.9745,0.0,0,0.03394459617635581,35.0
510050,D28_Q100,0,2024-06-26,2024-07-24,10007336.SH,0.28,1.0,0.2769832381474219,0.7230167618525781,0.0061450225317492835,0.0,0.00015669807455960674,0.0059883244571896765,0.9744999999999999,0.0,0,0.02417042195821395,28.0
510050,D28_Q100,0,2024-07-24,2024-08-28,10007457.SH,0.28,1.0,0.2235314931728925,0.7764685068271076,0.004607922392886014,0.0,0.00011750202101859336,0.004490420371867421,0.9745,0.0,0,0.030719482619239846,35.0
510050,D28_Q100,0,2024-08-28,2024-09-25,10006737.SH,0.28,1.0,0.184355417634561,0.815644582365439,0.0030490317264112075,0.0,7.77503090234858e-05,0.0029712814173877217,0.9745,0.0,0,0.030078285949732164,28.0
510050,D28_Q100,0,2024-09-25,2024-10-23,10007715.SH,0.28,1.0,0.2926045166237164,0.7073954833762837,0.008306451612903226,0.10766129032258079,0.00021181451612903228,-0.0995666532258066,-11.986665048543708,12.961165048543707,1,0.028225806451612767,28.0
510050,D28_Q100,0,2024-10-23,2024-11-27,10008047.SH,0.28,1.0,0.3089197237122726,0.6910802762877274,0.015548455804046856,0.0,0.00039648562300319485,0.015151970181043662,0.9745,0.0,0,0.04721334753283646,35.0
510050,D28_Q100,0,2024-11-27,2024-12-25,10007989.SH,0.28,1.0,0.3253705598852765,0.6746294401147235,0.009454012458776109,0.0,0.00024107731769879077,0.009212935141077318,0.9745,0.0,0,0.023451813851227632,28.0
510050,D28_Q100,0,2024-12-25,2025-01-22,10008512.SH,0.28,1.0,0.3017647485410295,0.6982352514589705,0.009949348769898699,0.0,0.0002537083936324168,0.009695640376266282,0.9745,0.0,0,0.03111432706222872,28.0
510050,D28_Q100,0,2025-01-22,2025-02-26,10008576.SH,0.28,1.0,0.2818425101705503,0.7181574898294497,0.009321058688147294,0.009973149213655465,0.00023768699654775602,-0.0008897775220559269,-0.09545884773661736,1.0699588477366173,1,0.03567318757192184,35.0
510050,D28_Q100,0,2025-02-26,2025-03-26,10008529.SH,0.28,1.0,0.2973938270936254,0.7026061729063746,0.008363903154805577,0.0,0.0002132795304475422,0.008150623624358035,0.9745,0.0,0,0.027146001467351466,28.0
510050,D28_Q100,0,2025-03-26,2025-04-23,10008936.SH,0.28,1.0,0.3023751440756397,0.6976248559243603,0.00756578947368421,0.0,0.00019292763157894736,0.007372861842105263,0.9745,0.0,0,0.023391812865496853,28.0
510050,D28_Q100,0,2025-04-23,2025-05-28,10009056.SH,0.28,1.0,0.2292113531662311,0.7707886468337689,0.005391432791728212,0.0,0.00013748153618906942,0.0052539512555391426,0.9744999999999999,0.0,0,0.033973412112259904,35.0
510050,D28_Q100,0,2025-05-28,2025-06-25,10008547.SH,0.28,1.0,0.3170516697471935,0.6829483302528065,0.007171459774299236,0.011649071714597755,0.00018287222424463053,-0.004660484164543149,-0.6498654822335042,1.624365482233504,1,0.019293775027302562,28.0
510050,D28_Q100,0,2025-06-25,2025-07-23,10009330.SH,0.28,1.0,0.3272306577237899,0.6727693422762101,0.009851694915254238,0.007415254237288104,0.00025121822033898305,0.002185222457627151,0.22181182795699253,0.7526881720430074,1,0.024011299435028333,28.0
510050,D28_Q100,0,2025-07-23,2025-08-27,10009516.SH,0.28,1.0,0.3260703462814796,0.6739296537185204,0.01078397808969531,0.01745977404998294,0.0002749914412872304,-0.006950787401574859,-0.6445476190476243,1.6190476190476242,1,0.0270455323519343,35.0
510050,D28_Q100,0,2025-08-27,2025-09-24,10009621.SH,0.28,1.0,0.2608237732927227,0.7391762267072772,0.010422812192723696,0.0,0.0002657817109144543,0.010157030481809243,0.9745,0.0,0,0.04883644706653567,28.0
510050,D28_Q100,0,2025-09-24,2025-10-22,10009894.SH,0.28,1.0,0.2151977593522426,0.7848022406477574,0.0057942708333333336,0.0,0.00014775390625000002,0.005646516927083334,0.9745,0.0,0,0.04166666666666674,28.0
510050,D28_Q100,0,2025-10-22,2025-11-26,10010071.SH,0.28,1.0,0.17694083973386,0.82305916026614,0.0044472681067344345,0.0,0.00011340533672172809,0.004333862770012706,0.9744999999999999,0.0,0,0.04828462515883092,35.0
510050,D28_Q100,0,2025-11-26,2025-12-24,10009727.SH,0.28,1.0,0.1161508291104881,0.8838491708895119,0.0014129736673089276,0.0,3.6030828516377655e-05,0.0013769428387925499,0.9744999999999999,0.0,0,0.0324341682723186,28.0
510050,D28_Q100,0,2025-12-24,2026-01-28,10010567.SH,0.28,1.0,0.225795598721248,0.774204401278752,0.0050016134236850595,0.0,0.00012754114230396904,0.00487407228138109,0.9745,0.0,0,0.032591158438205925,35.0
510050,D28_Q100,0,2026-01-28,2026-02-25,10010632.SH,0.28,1.0,0.359824598651549,0.6401754013484511,0.011249203314212874,0.0,0.0002868546845124283,0.010962348629700445,0.9744999999999999,0.0,0,0.019757807520713877,28.0
